Source,worth BUSD, worthChange millions USD
Diversified  ==> investments,1,0
Metals & Mining  ==> real estate,1,0
Healthcare  ==> pharmaceuticals,1,0
Fashion & Retail  ==> retailing,1,0
Manufacturing  ==> graphite electrodes,1,0
Automotive  ==> car dealerships,1,0
Food and Beverage  ==> dairy,1,0
Service  ==> educational services,1,0
Real Estate  ==> real estate,1,0
Logistics  ==> package delivery,1,0
Technology  ==> online games,1,0
Diversified  ==> property,1,0
"Technology  ==> computer services, telecom",1,0
Technology  ==> software,1,0
Real Estate  ==> real estate,1,0
Fashion & Retail  ==> retail,1,0
Real Estate  ==> real estate,1,0
Finance and Investments  ==> investments,1,0
Energy  ==> power,1,0
Construction & Engineering  ==> construction,1,0
Technology  ==> software services,1,0
Healthcare  ==> vaccines,1,0
Manufacturing  ==> leisure craft,1,0
Finance and Investments  ==> hedge funds,1,0
Construction & Engineering  ==> real estate,1,0
"Metals & Mining  ==> commodities, investments",1,0
Logistics  ==> trading company,1,0
Fashion & Retail  ==> sourcing,1,0
Media & Entertainment  ==> cable television,1,0
Manufacturing  ==> textiles,1,0
Service  ==> EasyJet,1,0
Diversified  ==> diversified,1,0
Finance and Investments  ==> investments,1,0
Metals & Mining  ==> mining,1,0
Real Estate  ==> real estate,1,0
"Food and Beverage  ==> bakeries, fast food",1,0
Finance and Investments  ==> insurance,1,0
Food and Beverage  ==> coffee chain,1,-3
Fashion & Retail  ==> jewelry,1,0
Finance and Investments  ==> investment banking,1,0
Technology  ==> software,1,0
Healthcare  ==> pharmaceuticals,1,0
Manufacturing  ==> investments,1,0
"Finance and Investments  ==> banking, insurance, media",1,0
Technology  ==> video games,1,0
Technology  ==> retail,1,0
Healthcare  ==> medical products,1,0
Automotive  ==> auto dealerships,1,0
Manufacturing  ==> lithium,1,0
Technology  ==> Manufacturing,1,0
Metals & Mining  ==> investments,1,0
Fashion & Retail  ==> fashion retail,1,0
"Media & Entertainment  ==> cable TV, investments",1,0
Diversified  ==> diversified,1,0
Telecom  ==> telecom,1,0
"Fashion & Retail  ==> real estate, retail",1,0
Manufacturing  ==> power equipment,1,0
Technology  ==> software services,1,0
Finance and Investments  ==> investments,1,0
"Energy  ==> sugar, ethanol",1,0
Real Estate  ==> real estate,1,0
Media & Entertainment  ==> computer games,1,0
"Metals & Mining  ==> steel pipes, diversified",1,0
Fashion & Retail  ==> luxury goods,1,0
Fashion & Retail  ==> luxury goods,1,0
Healthcare  ==> health care,1,0
Sports  ==> sports teams,1,0
Fashion & Retail  ==> supermarkets,1,0
Real Estate  ==> real estate,1,0
Technology  ==> robotics,1,0
Energy  ==> petrochemicals,1,0
Fashion & Retail  ==> retail,1,0
"Energy  ==> oil & gas, investments",1,0
Real Estate  ==> hotels,1,0
Manufacturing  ==> palm oil,1,0
Service  ==> education,1,4
Healthcare  ==> pharmaceuticals,1,0
Manufacturing  ==> toys,1,0
Real Estate  ==> real estate,1,0
Metals & Mining  ==> steel,1,0
Telecom  ==> telecom,1,0
Metals & Mining  ==> steel,1,0
Automotive  ==> auto parts,1,0
Telecom  ==> telecom services,1,0
Diversified  ==> conglomerate,1,0
Energy  ==> natural gas,1,0
Energy  ==> natural gas,1,0
Finance and Investments  ==> finance,1,0
Technology  ==> software,1,0
Manufacturing  ==> metal processing,1,0
Food and Beverage  ==> beer,1,0
"Finance and Investments  ==> precious metals, real estate",1,0
Technology  ==> online games,1,0
Manufacturing  ==> electronic components,1,0
Food and Beverage  ==> wine,1,0
Finance and Investments  ==> cryptocurrency,1,0
Manufacturing  ==> chemicals,1,0
Manufacturing  ==> conglomerate,1,0
Healthcare  ==> pharmaceuticals,1,0
Diversified  ==> diversified,1,0
Gambling & Casinos  ==> betting machines,1,0
Media & Entertainment  ==> television,1,0
Manufacturing  ==> chemicals,1,0
Finance and Investments  ==> venture capital,1,0
Finance and Investments  ==> banking,1,0
Food and Beverage  ==> consumer goods,1,0
Technology  ==> AOL,1,0
Real Estate  ==> property,1,0
Technology  ==> electronics,1,0
Healthcare  ==> pharmaceuticals,1,0
Real Estate  ==> real estate,1,0
"Food and Beverage  ==> food, drinks",1,0
Fashion & Retail  ==> fashion,1,0
Service  ==> Xerox,1,0
Fashion & Retail  ==> shoes,1,0
Finance and Investments  ==> banking,1,0
Telecom  ==> mobile phones,1,0
Finance and Investments  ==> money management,1,0
"Media & Entertainment  ==> TV shows, movies",1,0
Service  ==> education,1,0
Manufacturing  ==> power tools,1,0
Manufacturing  ==> industrial lasers,1,0
Fashion & Retail  ==> Nordstrom department stores,1,0
Service  ==> EasyJet,1,0
Metals & Mining  ==> trust fund,1,0
Manufacturing  ==> toys,1,0
"Construction & Engineering  ==> construction, investments",1,0
"Construction & Engineering  ==> construction, investments",1,0
Real Estate  ==> real estate,1,0
Finance and Investments  ==> hedge funds,1,0
Diversified  ==> chemicals,1,0
Technology  ==> semiconductors,1,0
Technology  ==> semiconductors,1,0
Service  ==> industrial equipment,1,0
Finance and Investments  ==> banking,1,0
Technology  ==> software firm,1,0
Finance and Investments  ==> diversified,1,0
Healthcare  ==> pharmaceuticals,1,0
Fashion & Retail  ==> retail,1,0
Finance and Investments  ==> financial services,1,0
Manufacturing  ==> electronics,1,0
"Energy  ==> oil, banking, telecom",1,0
Diversified  ==> diversified,1,0
Fashion & Retail  ==> retail,1,0
Energy  ==> natural gas,1,0
Manufacturing  ==> chemicals,1,0
Energy  ==> gas,1,0
Manufacturing  ==> solar panel components,1,0
"Fashion & Retail  ==> footwear, apparel",1,0
Diversified  ==> investments,1,0
Fashion & Retail  ==> pharmacies,1,0
Construction & Engineering  ==> construction,1,0
Technology  ==> drones,1,0
Food and Beverage  ==> Cargill,1,0
Food and Beverage  ==> Cargill,1,0
Food and Beverage  ==> Cargill,1,0
Food and Beverage  ==> Cargill,1,0
Diversified  ==> investments,1,0
Technology  ==> Craigslist,1,0
Fashion & Retail  ==> Nordstrom department stores,1,0
Media & Entertainment  ==> media,1,0
Construction & Engineering  ==> toll roads,1,0
Finance and Investments  ==> mutual funds,1,0
Finance and Investments  ==> mutual funds,1,0
Healthcare  ==> pharmaceuticals,1,0
Manufacturing  ==> toys,1,0
Metals & Mining  ==> trust fund,1,0
Metals & Mining  ==> trust fund,1,0
"Manufacturing  ==> fertilizer, real estate",1,0
Finance and Investments  ==> banking,1,0
Diversified  ==> diversified,1,0
Technology  ==> information technology,1,0
Healthcare  ==> pharmaceuticals,1,-29
Manufacturing  ==> chemicals,1,0
Manufacturing  ==> engineering,1,0
Manufacturing  ==> diversified,1,0
Technology  ==> online apparel retail,1,0
Fashion & Retail  ==> retail,1,0
Real Estate  ==> real estate,1,0
Logistics  ==> shipping,1,0
Technology  ==> lighting,1,0
Real Estate  ==> real estate,1,0
Fashion & Retail  ==> supermarkets,1,0
Construction & Engineering  ==> Construction,1,0
Real Estate  ==> real estate,1,0
Finance and Investments  ==> diversified,1,0
Metals & Mining  ==> steel,1,0
Metals & Mining  ==> steel,1,0
"Manufacturing  ==> steel, heavy industry",1,0
Technology  ==> semiconductors,1,0
Metals & Mining  ==> coal mines,1,0
Technology  ==> technology,1,0
Food and Beverage  ==> food,1,0
Automotive  ==> auto distribution,1,0
Food and Beverage  ==> food sweeteners,1,0
Metals & Mining  ==> trust fund,1,0
Service  ==> wastewater treatment,1,0
Real Estate  ==> real estate services,1,0
Real Estate  ==> real estate,1,0
Manufacturing  ==> packaging,1,0
Technology  ==> software,1,0
Service  ==> education,1,0
Food and Beverage  ==> brewery,1,0
"Manufacturing  ==> chemicals, spandex",1,0
Real Estate  ==> real estate,1,0
Manufacturing  ==> glass,1,0
Fashion & Retail  ==> costume jewelry,1,0
Diversified  ==> diversified,1,0
Real Estate  ==> real estate,1,0
Technology  ==> IT products,1,0
Manufacturing  ==> electrical equipment,1,0
Finance and Investments  ==> investments,1,0
Diversified  ==> diversified,1,1
Diversified  ==> diversified,1,1
Fashion & Retail  ==> fashion retail,1,0
Finance and Investments  ==> venture capital investing,1,0
Metals & Mining  ==> Steel,1,0
Finance and Investments  ==> money management,1,0
Finance and Investments  ==> commodities,1,0
"Construction & Engineering  ==> investments, real estate",1,0
Fashion & Retail  ==> cosmetics,1,0
Fashion & Retail  ==> supermarkets,1,0
"Diversified  ==> banking, oil",1,6
"Fashion & Retail  ==> retail, agribusiness",1,0
"Diversified  ==> banking, investments",1,0
Finance and Investments  ==> money management,1,0
Food and Beverage  ==> consumer goods,1,0
Media & Entertainment  ==> animation,1,0
Energy  ==> wind power generation,1,0
Service  ==> ride-hailing service,1,0
Diversified  ==> diversified,1,0
Manufacturing  ==> manufacturing,1,0
Manufacturing  ==> electrical equipment,1,0
Real Estate  ==> real estate,1,0
Food and Beverage  ==> Coca-Cola,1,0
Fashion & Retail  ==> clothing retail,1,0
Construction & Engineering  ==> construction,1,0
"Logistics  ==> transport, logistics",1,0
Healthcare  ==> hearing aids,1,0
Real Estate  ==> office real estate,1,0
Finance and Investments  ==> insurance,1,0
Manufacturing  ==> home appliances,1,0
Telecom  ==> investments,1,0
Automotive  ==> auto loans,1,0
Metals & Mining  ==> mining,1,0
Manufacturing  ==> manufacturing,1,0
Food and Beverage  ==> poultry,1,0
Metals & Mining  ==> mining,1,0
Healthcare  ==> drug testing,1,0
Technology  ==> uber,1,0
Manufacturing  ==> consumer electronics,1,0
Finance and Investments  ==> banking,1,0
Healthcare  ==> medical devices,1,0
Food and Beverage  ==> bakeries,1,0
Fashion & Retail  ==> convenience stores,1,0
Diversified  ==> diversified,1,0
Metals & Mining  ==> minerals,1,0
Real Estate  ==> storage facilities,1,0
"Energy  ==> gas, petrochemicals",1,0
Finance and Investments  ==> finance,1,0
Manufacturing  ==> home & office products,1,0
Real Estate  ==> real estate,1,0
Real Estate  ==> real estate,1,0
Energy  ==> oil & gas,1,0
Fashion & Retail  ==> electronics retailer,1,0
Real Estate  ==> real estate,1,0
Manufacturing  ==> building materials,1,0
Finance and Investments  ==> Financial Services,1,0
Logistics  ==> package delivery,1,0
Media & Entertainment  ==> Cirque du Soleil,1,0
Technology  ==> Internet,1,0
Finance and Investments  ==> mutual funds,1,0
Service  ==> education,1,0
Manufacturing  ==> electronics,1,0
Fashion & Retail  ==> apparel,1,0
Food and Beverage  ==> soy sauce maker,1,0
Manufacturing  ==> rubber gloves,1,0
Energy  ==> gas,1,0
"Diversified  ==> copper, poultry",1,0
Service  ==> sewage treatment,1,0
Real Estate  ==> real estate,1,0
"Real Estate  ==> real estate, hotels",1,0
Technology  ==> e-commerce,1,0
Diversified  ==> energy,1,0
"Energy  ==> port, gas",1,0
Construction & Engineering  ==> toll roads,1,0
Telecom  ==> telecom,1,0
"Automotive  ==> basketball, car dealers",1,0
Construction & Engineering  ==> construction materials,1,-17
Real Estate  ==> real estate,1,0
Food and Beverage  ==> restaurants,1,0
"Real Estate  ==> construction, real estate",1,0
Manufacturing  ==> electronics,1,0
Automotive  ==> automotive,1,0
Finance and Investments  ==> investments,1,0
Energy  ==> oil & gas,1,-18
"Construction & Engineering  ==> construction, pipes, chemicals",1,0
Manufacturing  ==> building materials,1,0
Healthcare  ==> pharmaceuticals,1,0
Real Estate  ==> real estate,1,0
"Energy  ==> refinery, chemicals",1,0
"Energy  ==> refinery, chemicals",1,0
"Diversified  ==> tires, chemicals",1,0
Metals & Mining  ==> titanium,1,0
Technology  ==> software services,1,0
Fashion & Retail  ==> retail,1,0
Finance and Investments  ==> investments,1,0
Healthcare  ==> pharmaceuticals,1,0
Healthcare  ==> pharmaceuticals,1,0
"Real Estate  ==> airports, real estate",1,0
Food and Beverage  ==> In-N-Out Burger,1,0
Healthcare  ==> medical devices,1,0
Fashion & Retail  ==> consumer goods,1,0
Technology  ==> social network,1,0
Construction & Engineering  ==> construction,1,0
Food and Beverage  ==> restaurants,1,0
Technology  ==> measuring instruments,1,0
"Finance and Investments  ==> banking, insurance",1,0
Real Estate  ==> Real estate,1,0
"Fashion & Retail  ==> food, retail",1,0
Media & Entertainment  ==> movies,1,0
Real Estate  ==> real estate,1,0
Diversified  ==> airline,1,0
Service  ==> airline,1,0
"Manufacturing  ==> natural gas, fertilizers",1,0
Finance and Investments  ==> money management,1,0
Energy  ==> energy services,1,0
Healthcare  ==> pharmaceuticals,1,0
Healthcare  ==> pharmaceuticals,1,0
Service  ==> driving schools,1,0
Automotive  ==> auto parts,1,0
Manufacturing  ==> Agribusiness,1,0
Healthcare  ==> pharmacy,1,0
Service  ==> private schools,1,0
Real Estate  ==> real estate,1,0
Logistics  ==> Shipping,1,0
Manufacturing  ==> paper & related products,1,0
Manufacturing  ==> precision machinery,1,0
Real Estate  ==> real estate,1,0
Fashion & Retail  ==> retail,1,0
Real Estate  ==> real estate,1,0
Manufacturing  ==> auto parts,1,0
Real Estate  ==> real estate,1,0
Finance and Investments  ==> hedge funds,1,0
Logistics  ==> chemicals,1,0
Construction & Engineering  ==> construction,1,0
Diversified  ==> diversified,1,0
Healthcare  ==> pharmaceuticals,1,0
Healthcare  ==> hospitals,1,0
Food and Beverage  ==> Barilla pasta,1,0
Food and Beverage  ==> Barilla pasta,1,0
Food and Beverage  ==> Barilla pasta,1,0
Food and Beverage  ==> Barilla pasta,1,0
"Energy  ==> banking, gas",1,0
Finance and Investments  ==> insurance,1,0
Fashion & Retail  ==> retail,1,0
Gambling & Casinos  ==> pachinko machines,1,0
Technology  ==> electronic components,1,0
Technology  ==> electronic components,1,0
Finance and Investments  ==> banking,1,0
"Real Estate  ==> construction, real estate",1,0
Technology  ==> electronics components,1,0
Manufacturing  ==> polyester,1,0
Diversified  ==> industrial machinery,1,0
Diversified  ==> diversified,1,0
Diversified  ==> diversified,1,0
Diversified  ==> diversified,1,0
Media & Entertainment  ==> media,1,0
"Diversified  ==> finance, real estate",1,0
Gambling & Casinos  ==> gambling,1,0
Metals & Mining  ==> coal,1,0
Technology  ==> IT consulting,1,0
Finance and Investments  ==> hedge funds,1,0
Real Estate  ==> real estate,1,0
"Logistics  ==> ports, railway transport",1,0
Fashion & Retail  ==> Reebok,1,0
Finance and Investments  ==> investments,1,0
"Diversified  ==> real estate, diversified",1,0
Fashion & Retail  ==> mattresses,1,0
Technology  ==> file hosting service,1,0
Energy  ==> storage batteries,1,0
Real Estate  ==> real estate,1,0
Telecom  ==> communications,1,0
Automotive  ==> tires,1,0
Manufacturing  ==> electric linear systems,1,0
Finance and Investments  ==> auto loans,1,0
Finance and Investments  ==> IKEA,1,0
Finance and Investments  ==> IKEA,1,0
Finance and Investments  ==> IKEA,1,0
Finance and Investments  ==> banking,1,0
Finance and Investments  ==> investments,1,0
Diversified  ==> banking,1,0
"Real Estate  ==> real estate, hotels",1,0
"Technology  ==> electronics, household products",1,0
Real Estate  ==> real estate,1,0
Manufacturing  ==> toys,1,0
Manufacturing  ==> scientific equipment,1,0
Technology  ==> online games,1,0
Technology  ==> investments,1,0
"Finance and Investments  ==> banking, credit cards",1,0
Finance and Investments  ==> banking,1,0
"Finance and Investments  ==> banking, credit cards",1,0
Technology  ==> live streaming service,1,0
Healthcare  ==> pharmaceuticals,1,0
Manufacturing  ==> construction materials,1,0
Manufacturing  ==> manufacturing,1,0
Manufacturing  ==> conglomerate,1,0
Real Estate  ==> real estate,1,0
Food and Beverage  ==> wine,1,0
Manufacturing  ==> powdered metal,1,0
Service  ==> industrial parks,1,0
Diversified  ==> conglomerate,1,0
Technology  ==> e-commerce,1,0
Energy  ==> energy investments,1,0
Healthcare  ==> pharmaceuticals,1,-1
Healthcare  ==> laboratory services,1,0
Healthcare  ==> pharmaceuticals,1,0
"Logistics  ==> ports, railway transport",1,0
"Logistics  ==> ports, railway transport",1,0
Technology  ==> price comparison website,1,0
Service  ==> Ryanair,1,0
Finance and Investments  ==> investments,1,10
Diversified  ==> diversified,1,0
Finance and Investments  ==> investments,1,0
Fashion & Retail  ==> retail,1,0
Media & Entertainment  ==> casinos,1,0
Fashion & Retail  ==> wedding dresses,1,0
Media & Entertainment  ==> tourism,1,0
Technology  ==> e-commerce,1,0
Finance and Investments  ==> investments,1,0
Fashion & Retail  ==> consumer goods,1,0
"Diversified  ==> construction, real estate",1,0
Real Estate  ==> entertainment,1,0
Finance and Investments  ==> venture capital investing,1,0
Technology  ==> tech investments,1,0
Technology  ==> tech investments,1,0
Technology  ==> tech investments,1,0
Finance and Investments  ==> venture capital,1,0
"Diversified  ==> refinery, chemicals",1,0
Fashion & Retail  ==> retail,1,0
Service  ==> staffing,1,0
Healthcare  ==> healthcare,1,0
Finance and Investments  ==> finance and investments,1,0
Finance and Investments  ==> finance,1,0
Finance and Investments  ==> investments,1,0
"Energy  ==> refinery, chemicals",1,0
Finance and Investments  ==> banking,1,0
Media & Entertainment  ==> gaming,1,0
Media & Entertainment  ==> media,1,0
Diversified  ==> diversified,1,0
"Diversified  ==> timber, media",1,0
"Diversified  ==> insurance, NFL team",1,0
Diversified  ==> insurance,1,0
Technology  ==> software,1,0
Energy  ==> oil and gas,1,0
Telecom  ==> telecom,1,0
Manufacturing  ==> fertilizers,1,0
Automotive  ==> auto parts,1,0
Service  ==> budget airline,1,0
Service  ==> sewage treatment,1,0
Fashion & Retail  ==> health products,1,0
Automotive  ==> automobiles,1,0
Technology  ==> drones,1,0
Technology  ==> online marketplace,1,0
Diversified  ==> diversified,1,0
"Diversified  ==> real estate, shipbuilding",1,0
"Diversified  ==> real estate, finance",1,0
Fashion & Retail  ==> jewelry,1,0
Finance and Investments  ==> financial services,1,0
Healthcare  ==> generic drugs,1,0
Fashion & Retail  ==> Spanx,1,0
Telecom  ==> telecom,1,0
Manufacturing  ==> air compressors,1,0
Technology  ==> semiconductors,1,0
"Real Estate  ==> real estate, electronics",1,0
Real Estate  ==> real estate,1,0
Manufacturing  ==> tire manufacturing,1,0
Fashion & Retail  ==> Patagonia,1,0
Metals & Mining  ==> metallurgy,1,0
"Finance and Investments  ==> Real Estate, Private Equity",1,0
Technology  ==> Stripe,1,0
Technology  ==> Stripe,1,0
Food and Beverage  ==> beef processing,1,0
"Automotive  ==> motorhomes, RVs",1,0
Media & Entertainment  ==> internet media,1,0
Construction & Engineering  ==> construction materials,1,0
"Food and Beverage  ==> candy, real estate",1,0
Automotive  ==> automotive technology,1,0
Manufacturing  ==> power supply manufacturer,1,0
Fashion & Retail  ==> real estate,1,0
Real Estate  ==> real estate,1,0
Manufacturing  ==> packaging,1,0
Technology  ==> printed circuit boards,1,0
Gambling & Casinos  ==> pachinko machines,1,0
Manufacturing  ==> auto components,1,0
Healthcare  ==> pharmaceuticals,1,0
Technology  ==> printed circuit boards,1,0
Finance and Investments  ==> investment management,1,0
Technology  ==> software,1,0
Manufacturing  ==> antennas,1,0
Technology  ==> mobile gaming,1,0
Finance and Investments  ==> Investment,1,0
"Diversified  ==> banking, investments",1,0
Technology  ==> electronics/household products,1,0
Metals & Mining  ==> metallurgy,1,0
Finance and Investments  ==> cement,1,0
Sports  ==> sports teams,1,0
Metals & Mining  ==> diamonds,1,0
Manufacturing  ==> appliances,1,0
Finance and Investments  ==> Investment Management,1,0
"Real Estate  ==> logistics, real estate",1,0
"Diversified  ==> textiles, energy",1,0
Technology  ==> lithium batteries,1,0
Real Estate  ==> real estate,1,0
Diversified  ==> diversified,1,0
Finance and Investments  ==> Bloomberg LP,1,0
Real Estate  ==> real estate,1,0
Manufacturing  ==> paper,1,0
Manufacturing  ==> paper,1,0
Fashion & Retail  ==> retail,1,0
Finance and Investments  ==> investments,1,0
Automotive  ==> auto parts,1,0
Manufacturing  ==> heating equipment,1,0
Metals & Mining  ==> steel,1,0
Automotive  ==> auto import and dealerships,1,0
Fashion & Retail  ==> jewelry,1,0
Fashion & Retail  ==> dollar stores,1,0
Manufacturing  ==> biotech,1,-5
Real Estate  ==> real estate,1,0
Food and Beverage  ==> energy drinks,1,0
Technology  ==> Pinterest,1,0
Service  ==> security services,1,0
Real Estate  ==> real estate,1,0
"Metals & Mining  ==> mining, diamonds, real estate",1,0
Media & Entertainment  ==> advertising,1,0
Technology  ==> electronics components,1,0
Real Estate  ==> real estate,1,0
Real Estate  ==> home building,1,0
"Diversified  ==> telecom, lotteries, insurance",1,0
Finance and Investments  ==> investments,1,0
Manufacturing  ==> chemicals,1,0
Technology  ==> fiber optic cables,1,0
"Finance and Investments  ==> insurance, investments",1,0
Finance and Investments  ==> Citigroup,1,0
Food and Beverage  ==> agribusiness,1,0
Manufacturing  ==> manufacturing,1,0
Technology  ==> apparel,1,0
Diversified  ==> air conditioning,1,0
"Fashion & Retail  ==> fashion, entertainment",1,0
Manufacturing  ==> electrical equipment,1,0
Manufacturing  ==> electrical equipment,1,0
Manufacturing  ==> printed circuit boards,1,0
Diversified  ==> diversified,1,0
